id,item_type,title,creators,first_name,last_name,collection,ean_isbn13,upc_isbn10,description,publisher,publish_date,group,tags,notes,price,length,lexile,call_number,ddc,lcc,lccn,oclc,number_of_discs,number_of_players,age_group,ensemble,aspect_ratio,esrb,rating,review,review_date,status,began,completed,added,copies
obayijg0an,movie,"A History of Violence",,,,"Rental Library",0065935841418,065935841418,"An average family is thrust into the spotlight after the father commits a seemingly self-defense murder at his diner.",,,,"action, blu-ray",,,,,19113466,,,,,1,,,,,,,,,,,,2026-09-16,1
prw1vfwno7,movie,"Blow Out","Brian de Palma",Brian,Palma,"Rental Library",0715515080019,715515080019,"While recording sound effects for a slasher flick, Jack Terry stumbles upon a real-life horror: a car careening off a bridge and into a river. Jack jumps into the water and fishes out Sally from the car, but the other passenger is already dead — a governor intending to run for president. As Jack does some investigating of his tapes, and starts a perilous romance with Sally, he enters a tangled web of conspiracy that might leave him dead.","Criterion Collection",2011-04-26,,"blu-ray, thriller",,,108,,18916858,,,,,1,,,"John Travolta, Nancy Allen, John Lithgow, Dennis Franz, Peter Boyden",,,,,,,,,2026-09-16,1
lsv8bd87b9,movie,"Paris, Texas",,,,"Rental Library",0715515052313,715515052313,"A man wanders out of the desert not knowing who he is. His brother finds him, and helps to pull his memory back of the life he led before he walked out on his family and disappeared four years earlier.",,,,"blu-ray, drama",,,,,18261498,,,,,,,,,,,,,,,,,2026-09-16,1
j7s2069qlq,movie,"No Country for Old Men",,,,"Rental Library",0031398134848,031398134848,"Llewelyn Moss stumbles upon dead bodies, $2 million and a hoard of heroin in a Texas desert, but methodical killer Anton Chigurh comes looking for it, with local sheriff Ed Tom Bell hot on his trail. The roles of prey and predator blur as the violent pursuit of money and justice collide.",,,,"blu-ray, drama",,,,,18032122,,,,,,,,,,,,,,,,,2026-09-16,1
e90c4ak5u2,movie,"Altered States",,,,"Rental Library",0715515321211,715515321211,"A research scientist explores the boundaries and frontiers of human consciousness. Using sensory deprivation and hallucinogenic mixtures from Native American shamans, he explores these altered states of cognizance and finds that memory, time, and reality itself are states of mind.","The Criterion Collection",2025-10-21,,"blu-ray, drama",,,103,,17442298,,,,,1,,,"Ken Russell",,,,,,,,,2026-09-16,1
ftobn3ye5y,movie,"Eyes Wide Shut",,,,"Rental Library",0085391156871,085391156871,"After Dr. Bill Harford's wife, Alice, admits to having sexual fantasies about a man she met, Bill becomes obsessed with having a sexual encounter. He discovers an underground sexual group and attends one of their meetings -- and quickly discovers that he is in over his head.","WARNER HOME VIDEO",,,"blu-ray, drama",,,,,17016314,,,,,,,,,,,,,,,,,2026-09-16,1
2ogar47tqt,movie,"Amores Perros","Alejandro Gonzalez Inarritu",Alejandro,Inarritu,"Rental Library",0715515253413,715515253413,"A fatalistic car crash in Mexico city sets off a chain of events in the lives of three people: a supermodel, a young man wanting to run off with his sister-in-law, and a homeless man.","The Criterion Collection",2020-12-15,,"blu-ray, drama",,,,,16852474,,,,,1,,,"Emilio Echevarria, Gael Garcia Bernal, Goya Toledo, Alvaro Guerrero, Vanessa Bauche",,,,,,,,,2026-09-16,1
bpywz78cho,movie,"Snakes on a Plane","David R. Ellis",David,Ellis,"Rental Library",0794043105487,794043105487,"FBI agent Neville Flynn boards a flight from Honolulu, Hawaii to Los Angeles, escorting a key witness to testify against a mob boss at an upcoming trial. An on-board assassin releases a crate full of hundreds of deadly venomous snakes in an attempt to eliminate the witness. Flynn and a host of frightened passengers and crew must band together to survive the slithery threat.","Studio Distribution Services",2008-01-08,,"action, dvd",,,106,,41829626,,,,,1,,,"Samuel L. Jackson, Julianna Margulies, Nathan Phillips, Bobby Cannavale, Flex Alexander",2.35:1,,,,,,,,2026-09-16,1
ayqh5fvpsz,movie,"The Departed","Martin Scorsese",Martin,Scorsese,"Rental Library",0012569736740,012569736740,"To take down South Boston's Irish Mafia, the police send in one of their own to infiltrate the underworld, not realizing the syndicate has done likewise. While an undercover cop curries favor with the mob kingpin, a career criminal rises through the police ranks. But both sides soon discover there's a mole among them.","Warner Home Video",2008-01-08,,"drama, dvd",,,151,,41731322,,,,,1,,,"Leonardo Dicaprio, Matt Damon, Jack Nicholson, Mark Wahlberg, Martin Sheen",2.40:1,,,,,,,,2026-09-16,1
ftobnare5y,movie,"Eagle vs Shark","Taika Waititi",Taika,Waititi,"Rental Library",0786936741117,786936741117,"Love blossoms for Lily over double Meaty Boy burgers at mid-day when uber-computer nerd Jarrod comes in and leaves with free extra large fries. After gatecrashing Jarrod's party and proving her skills on the game console, Lily goes down to Jarrod's home town with him so he can settle an old score with a past school bully.",Miramax,2008-01-08,,"comedy, dvd",,,88,,41698554,,,,,1,,,"Taika Waititi, Joel Tobeck, Loren Horsley, Jemaine Clement, David Fane",1.85:1,,,,,,,,2026-09-16,1
6um4qx18dt,movie,Inception,"Christopher Nolan",Christopher,Nolan,"Rental Library",0883929106127,883929106127,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",WarnerBrothers,2010-12-07,,"dvd, sci-fi",,,148,,41600250,,,,,1,,,"Leonardo DiCaprio, Ken Watanabe, Joseph Gordon-Levitt, Marion Cotillard, Ellen Page",2.40:1,,,,,,,,2026-09-16,1
w1e9u04isd,movie,"Baby Driver","Edgar Wright",Edgar,Wright,"Rental Library",0043396488281,43396488281,"After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.","Sony Pictures Home Entertainment",2017-10-10,,"action, dvd",,,113,,41436410,,,,,1,,,"Ansel Elgort, Kevin Spacey, Lily James, Jon Bernthal, Jon Hamm",,,,,,,,,2026-09-16,1
obayiwc0an,movie,"Star Trek","J.J. Abrams",J.J.,Abrams,"Rental Library",0097363485049,097363485049,"The fate of the galaxy rests in the hands of bitter rivals. One, James Kirk, is a delinquent, thrill-seeking Iowa farm boy. The other, Spock, a Vulcan, was raised in a logic-based society that rejects all emotion. As fiery instinct clashes with calm reason, their unlikely but powerful partnership is the only thing capable of leading their crew through unimaginable danger, boldly going where no one has gone before. The human adventure has begun again.",Paramount,2009-11-17,,"dvd, sci-fi",,,127,,41338106,,,,,1,,,"Chris Pine, Zachary Quinto, Karl Urban, Zoe Saldana, Simon Pegg",2.35:1,,,,,,,,2026-09-16,1
8g3kwqmohq,movie,Valkyrie,"Bryan Singer",Bryan,Singer,"Rental Library",0840418301999,840418301999,"Wounded in Africa during World War II, Nazi Col. Claus von Stauffenberg returns to his native Germany and joins the Resistance in a daring plan to create a shadow government and assassinate Adolf Hitler. When events unfold so that he becomes a central player, he finds himself tasked with both leading the coup and personally killing the Führer.",MGM,2025-01-28,,"action, dvd",,,120,,41108730,,,,,,,,"Tom Cruise, Kenneth Branagh, B",,,,,,,,,2026-09-16,1
t0bpxrc93y,movie,"Crazy Stupid Love","Glenn Ficarra, John Requa",Glenn,Ficarra,"Rental Library",0883929192687,883929192687,"Cal Weaver is living the American dream. He has a good job, a beautiful house, great children and a beautiful wife, named Emily. Cal's seemingly perfect life unravels, however, when he learns that Emily has been unfaithful and wants a divorce. Over 40 and suddenly single, Cal is adrift in the fickle world of dating. Enter, Jacob Palmer, a self-styled player who takes Cal under his wing and teaches him how to be a hit with the ladies.","Warner Brothers",2011-11-01,,"dvd, romantic-comedy",,,,,41075962,,,,,1,,,"Steve Carell, Julianne Moore, Marisa Tomei, Ryan Gosling, Emma Stone",,,,,,,,,2026-09-16,1
het0mco19k,movie,"Across the Universe","Julie Taymor",Julie,Taymor,"Rental Library",0043396194625,043396194625,"When young dockworker Jude leaves Liverpool to find his estranged father in the United States, he is swept up by the waves of change that are re-shaping the nation. Jude falls in love with Lucy, who joins the growing anti-war movement. As the body count in Vietnam rises, political tensions at home spiral out of control and the star-crossed lovers find themselves in a psychedelic world gone mad.","Sony Pictures Home Entertainment",2008-02-05,,"dvd, musical",,,133,,41043194,,,,,2,,,"Evan Rachel Wood, Jim Sturgess, Joe Anderson (VI), Dana Fuchs, Martin Luther (II)",2.40:1,,,,,,,,2026-09-16,1
7f2ocbuhd6,movie,"Brokedown Palace","Jonathan Kaplan",Jonathan,Kaplan,"Rental Library",13132437194,013132437194,"Best friends Alice and Darlene take a trip to Thailand after graduating high school. In Thailand, they meet a captivating Australian man, who calls himself Nick Parks. Darlene is particularly smitten with Nick and convinces Alice to take Nick up on his offer to treat the two of them to what amounts to a day trip to Hong Kong. In the airport, the girls are seized by the police and shocked to discover that one of their bags contains heroin.","ANCHOR BAY",2012-04-10,,"dvd, thriller",,,100,,40977658,,,,,1,,,"Claire Danes, Kate Beckinsale, Bill Pullman",1.85:1,,,,,,,,2026-09-16,1
u34jh77gnz,movie,"Requiem for a Dream","Darren Aronofsky",Darren,Aronofsky,"Rental Library",0012236118152,012236118152,"The drug-induced utopias of four Coney Island residents are shattered when their addictions run deep.",Artisan,2001-05-22,,"drama, dvd",,,102,,40879354,,,,,1,,,"Ellen Burstyn, Jennifer Connelly, Sean Gullette, Jared Leto, Christopher McDonald",1.85:1,,,,,,,,2026-09-16,1
ayqh5e2psz,movie,"Dear Frankie","Shona Auerbach",Shona,Auerbach,"Rental Library",0786936270938,786936270938,"Nine-year-old Frankie and his single mum Lizzie have been on the move ever since Frankie can remember, most recently arriving in a seaside Scottish town. Wanting to protect her deaf son from the truth that they've run away from his father, Lizzie has invented a story that he is away at sea on the HMS Accra. Every few weeks, Lizzie writes Frankie a make-believe letter from his father, telling of his adventures in exotic lands. As Frankie tracks the ship's progress around the globe, he discovers that it is due to dock in his hometown. With the real HMS Accra arriving in only a fortnight, Lizzie must choose between telling Frankie the truth or finding the perfect stranger to play Frankie's father for just one day...",LIONSGATE,2012-01-06,,"drama, dvd",,,105,,40584442,,,,,1,,,"Emily Mortimer, Gerard Butler, Sharon Small, Jack McElhone",1.33:1,,,,,,,,2026-09-16,1
dmnx7lvu84,movie,"Harry Potter and the Half-Blood Prince","David Yates",David,Yates,"Rental Library",0085391200413,085391200413,"Dumbledore tries to prepare Harry for the final battle with Voldemort while Death Eaters wreak havoc in both Muggle and Wizard worlds.",WarnerBrothers,2012-10-02,,"blu-ray, fantasy",,,135,,94742010,,,,,1,,,"Daniel Radcliffe, Rupert Grint, Emma Watson, Jim Broadbent, Elarica Gallacher",2.35:1,,,,,,,,2026-09-16,1
qhftd0kwe4,movie,"Mystic River","Clint Eastwood",Clint,Eastwood,"Rental Library",0883929096237,883929096237,"The lives of three men who were childhood friends are shattered when one of them suffers a family tragedy.",,,,"blu-ray, drama",,,,,94709242,,,,,1,,,"Sean Penn, Tim Robbins, Kevin Bacon",2.40:1,,,,,,,,2026-09-16,1
6um4qj28dt,movie,"The Guilt Trip","Anne Fletcher",Anne,Fletcher,"Rental Library",0032429129383,032429129383,"An inventor and his mom hit the road together so he can sell his latest invention.",Paramount,2013-04-30,,"blu-ray, comedy",,,112,,94643706,,,,,2,,,"Barbra Streisand, Seth Rogen, Brett Cullen, Nora Dunn, Ari Graynor",1.85:1,,,,,,,,2026-09-16,1
4jlsttykbx,movie,"Lord of the RIngs Fellowship of the Ring",Various,Various,Various,"Rental Library",0794043167621,794043167621,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.","Studio Distribution Services",2013-05-07,,"blu-ray, fantasy",,,178,,94184954,,,,,2,,,Various,,,,,,,,,2026-09-16,1
qhftddywe4,movie,"The Dark Knight","Christopher Nolan",Christopher,Nolan,"Rental Library",0085391176572,085391176572,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.","Warner Home Video",2008-12-09,,"action, blu-ray",,,152,,49303802,,,,,2,,,"Christian Bale, Heath Ledger, Maggie Gyllenhaal, Aaron Eckhart, Michael Caine",2.40:1,,,,,,,,2026-09-16,1
obayil30an,movie,"San Andreas","Brad Peyton",Brad,Peyton,"Rental Library",0794043179129,794043179129,"In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey across the state in order to rescue his estranged daughter.",WarnerBrothers,2015-10-13,,"action, blu-ray",,,114,,48779514,,,,,2,,,"Dwayne \The Rock\ Johnson, Carla Gugino, Alexandra Daddario, Ioan Gruffudd, Archie Panjabi",,,,,,,,,2026-09-16,1
prw1v2hno7,movie,Skyfall,Various,Various,Various,"Rental Library",0883904334217,883904334217,"When Bond's latest assignment goes gravely wrong, agents around the world are exposed and MI6 headquarters is attacked. While M faces challenges to her authority and position from Gareth Mallory, the new Chairman of the Intelligence and Security Committee, it's up to Bond, aided only by field agent Eve, to locate the mastermind behind the attack.",WarnerBrothers,2020-07-06,,"action, blu-ray",,,143,,30093818,,,,,1,,,Various,,,,,,,,,2026-09-16,1
nxiz2te41p,movie,"Spy Kids 3 Game Over","Rodriguez, Robert",Rodriguez,Rodriguez,"Rental Library",0031398134473,031398134473,"Carmen's caught in a virtual reality game designed by the Kids' new nemesis, the Toymaker. It's up to Juni to save his sister, and ultimately the world.",Lionsgate,2011-08-02,,"blu-ray, kids-family",,,84,,29962746,,,,,1,,,"Vega, Alexa, Sabara, Daryl, Stallone, Sylvester, Banderas, Antonio, Hayek, Salma",1.85:1,,,,,,,,2026-09-16,1
7f2ocmbhd6,movie,"Love Actually","Richard Curtis",Richard,Curtis,"Rental Library",0191329142257,191329142257,"Eight very different couples deal with their love lives in various loosely interrelated tales all set during a frantic month before Christmas in London.","Universal Pictures Home Entertainment",2020-06-02,,"blu-ray, holiday",,,135,,29143546,,,,,1,,,"Hugh Grant, Liam Neeson, Colin Firth, Laura Linney, Emma Thompson",2.35:1,,,,,,,,2026-09-16,1
u34jh11gnz,movie,Elf,"Jon Favreau",Jon,Favreau,"Rental Library",0794043123467,794043123467,"When young Buddy falls into Santa's gift sack on Christmas Eve, he's transported back to the North Pole and raised as a toy-making elf by Santa's helpers. But as he grows into adulthood, he can't shake the nagging feeling that he doesn't belong. Buddy vows to visit Manhattan and find his real dad, a workaholic.","Studio Distribution Services",2008-10-28,,"blu-ray, holiday",,,95,,29045242,,,,,1,,,"Will Ferrell, James Caan, Zooey Deschanel, Mary Steenburgen, Edward Asner",1.85:1,,,,,,,,2026-09-16,1
